Adipose	Adrenal gland	Arteries	Bladder	Brain	Breast	Colon	Esophagus	FemaleReproductive	Fibroblasts	Heart	Kidney	Liver	Lung	Lymphocytes	MuscleSkeletal	NerveTibial	Pancreas	Pituitary	Prostate	SalivaryGland	Skin	SmallIntestine	Spleen	Stomach	Testis	Thyroid	Whole blood	Average	Method	Matrix	Sample
0.55935	0.15427	3.42441	0.0		1.80274	7.14066		13.2012	9.67461	0.0	0.0		5.27559	0.0	0.31787	1.40587	0.0	0.0		0.04822	1.26291	5.20524	0.0	0.0	0.10084	0.11056	0.0	2.070180833333333	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_97781_4
0.0	0.01483	2.13613	0.0		8.3972	3.59016		13.65021	6.61487	0.0			7.20416	0.0	0.11619	1.52429	0.0	0.00396		0.00089	13.04774	3.72207	0.0	0.0	0.0	0.01914	0.0	2.6105147826086954	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_809577_5
0.71794	0.03917	1.94814	0.0		0.38905	6.43638		3.02588	14.47907	0.0			4.62832	0.0	0.08961	0.99249	0.0	0.01396		0.01375	0.01745	1.87403	1.10155	0.0	0.0	0.01419	1.06026	1.6017930434782608	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_589153_5
1.4298	0.02967	2.75242	0.0		0.73363	8.51669	0.0	8.28837	13.18541	0.0			6.56352	0.0	0.14934	0.93687	0.0	0.0082		0.00705	0.00081	2.98122	0.90921	0.01334	0.0	0.02497	0.68643	1.967372916666667	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_876136_4
0.0	0.04272	2.59095	0.0	0.0	2.69997	5.89755		3.69969	15.13	0.0			5.90694	0.0	0.06601	1.24763	0.0	0.01617		0.01358	0.01703	1.78348	1.1473	0.02572	0.02958	0.02356	1.01679	1.7231112499999999	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_324232_4
0.0	0.05061	2.70705	0.0		2.91011	4.34677		6.07457	13.55066	0.0	0.0		5.94547	0.0	0.12787	0.94716	0.0	0.01276		0.01351	0.14344	2.9727	1.17039	0.02505	0.0	0.03355	0.77234	1.7418337499999998	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_943590_4
2.18966	0.0	7.13554	0.0		0.0	12.68677		22.89824	6.8883	0.0			11.38714	0.0	0.12027	1.31388	0.0	0.0		0.03968	0.07673	6.31217	0.0	0.02738	0.08272	0.12003	0.0	3.099065652173913	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_819011_5
0.94411	0.0	8.03161	0.0		0.00488	14.64691		18.52148	3.91818	0.0		0.0	7.80166	0.0	0.0	1.83202	0.0	0.0		0.03955	0.074	4.33103	0.0	0.0	0.08606	0.13308	0.0	2.5151904166666665	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_907604_4
0.0	0.02488	1.55192	0.0		7.72919	5.97441		14.33591	7.50736	0.0			7.93914	0.0	0.31692	2.77518	0.0	0.00584		0.00482	8.89587	1.36887	0.0	0.0	0.01215	0.02941	0.0	2.542255217391304	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_26990_5
0.43521	0.0388	2.46583	0.0	0.0	1.99236	7.38713		3.87088	14.71002	0.0			5.61168	0.0	0.10371	1.20118	0.0	0.0		0.01279	0.20637	1.75455	1.14665	0.0229	0.02736	0.02141	0.94949	1.7482633333333337	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_280766_4
0.91354	0.07913	3.20071	0.0		1.82676	6.35203		5.70532	16.06057	0.0			5.1848	0.0	0.27544	1.06694	0.0	0.03187	0.11981	0.0298	0.0872	3.52404	1.26683	0.05847	0.06216	0.03572	0.42642	1.9294816666666665	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_901300_4
2.1684	0.17731	5.66134	0.0		0.0	6.74245		12.06305	10.94452	0.0			5.18226	0.0	0.0495	1.05669	0.0	0.0		0.05502	0.08204	6.02651	0.0	0.0	0.11404	0.11705	0.0	2.193051304347826	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_321015_5
2.62211	0.12609	4.11787	0.0		0.0	8.1452		10.71466	11.90563	0.0			5.9919	0.0	0.23417	0.96062	0.0	0.04146		0.03984	0.06189	5.06612	0.23703	0.0	0.08294	0.07818	0.143	2.1986395652173916	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_345207_5
2.88577	0.0	5.75719	0.0		0.0	5.40315		15.61612	7.39559	0.0			4.076	0.0	0.0	1.84505	0.0	0.0		0.05643	0.08414	6.45792	0.0	0.0	0.11633	0.1487	0.0	2.1670604347826083	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_713526_5
1.78877	0.07221	8.1782	0.0		0.0	15.90228		21.5649	4.97645	0.0			14.61058	0.0	0.45537	2.70943	0.0	0.03378		0.01981	0.02535	1.59741	0.0	0.0	0.04209	0.07985	0.0	3.1328904347826083	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_188241_5
2.83727	0.15999	6.48042	0.0		0.0	6.72299		14.02697	9.90834	0.0			4.29517	0.0	0.0	1.4755	0.0	0.0		0.04519	0.06497	6.21602	0.0	0.0	0.09341	0.11666	0.0	2.280126086956522	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_764934_5
0.73517	0.0	4.59013	0.0		1.24687	10.43122		17.89633	4.81962	0.0		0.0	8.27452	0.0	0.38357	2.19951	0.0	0.01811		0.01712	0.09179	1.48249	0.0	0.0	0.03584	0.09707	0.0	2.1799733333333333	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_268095_4
1.43679	0.00803	6.97929	0.0		0.44109	16.88957		20.47783	5.23725	0.0			13.49369	0.0	0.46448	3.55904	0.0	0.03609	0.0	0.02196	0.03584	2.58216	0.0	0.0	0.04551	0.07368	0.0	2.990929166666666	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_382913_4
1.528	0.0	5.41282	0.0		0.0	7.99183		16.42665	7.9766	0.0			4.1179	0.0	0.0	1.66944	0.0	0.0		0.05261	0.08862	7.7438	0.0	0.06773	0.11079	0.13583	0.0	2.3183747826086956	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_696612_5
2.88896	0.10113	3.19757	0.0		0.0	10.63059		8.74887	14.68693	0.0			5.77379	0.0	0.31852	1.31166	0.0	0.03566		0.03267	0.05359	5.10952	0.84937	0.06297	0.06966	0.05263	0.45591	2.3643478260869566	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_343027_5
0.0	0.03125	1.22675	0.0		6.50285	4.38365		15.29508	8.71879	0.0			8.6584	0.0	0.31458	2.59663	0.0	0.0083		0.00646	9.11522	3.05628	0.0	0.0	0.01627	0.03177	0.0	2.6070556521739134	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_711219_5
0.0	0.0	5.46181	0.0		2.16182	15.49449		25.22259	4.5006	0.0		0.0	12.34138	0.0	0.25398	1.52645	0.0	0.02365		0.01828	0.11156	1.45543	0.0	0.0	0.03793	0.08748	0.0	2.8623937500000003	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_319635_4
0.0	0.06164	3.62368	0.0		4.21577	3.34022		13.69586	9.14641	0.0			9.73445	0.0	0.24383	1.84207	0.0	0.0		0.01025	4.18454	4.425	0.0	0.00111	0.0	0.05398	0.0	2.3729917391304345	nuSVR	2Median_1000_1500	T00_v2_FFPE-2_488575_5
