NAME	Adipose	Adrenal gland	Arteries	Bladder	Brain	Breast	FemaleReproductive	Fibroblasts	Lymphocytes	ColonSigmoid	ColonTransverse	Esophagus	EsophagusMucosa	Heart	Kidney	Liver	Lung	SalivaryGland	MuscleSkeletal	NerveTibial	Pancreas	Pituitary	Prostate	Skin	SmallIntestine	Spleen	Stomach	Testis	Thyroid	Whole blood
ECSCR	43.41674999999999	8.13	12.579750000000002	21.28325	3.694	43.60549999999999	17.894	1.2294999999999998	1.073	13.181999999999999	11.1765	20.4555	9.47425	17.43525	15.389249999999999	2.8455	46.5925	12.596000000000004	6.05875	27.882499999999997	3.5115	6.27575	15.12725	12.389999999999995	14.5745	18.70925	8.375249999999998	3.99175	35.047	1.31
KLHL23	11.951500000000001	3.143	13.58125	21.832749999999997	19.313	12.443	27.475999999999996	3.56975	22.523	60.492250000000006	29.727000000000007	41.248	7.594499999999998	13.908499999999998	6.42475	7.9135	16.768499999999996	10.5885	8.983999999999998	10.32925	5.311	12.58025	19.31325	4.114999999999999	16.448500000000003	3.87025	8.443749999999996	19.7015	14.434250000000002	1.20175
FEN1	8.00975	15.604500000000003	5.5315	7.6415	12.2575	8.630249999999998	7.310000000000001	36.62650000000001	116.52899999999993	9.119	11.741	8.1235	18.48724999999999	5.428500000000001	5.2595	7.091499999999999	8.458999999999998	9.546	10.4065	7.725749999999999	6.696250000000001	15.53225	7.9695	9.8505	14.20375	19.138	9.247999999999998	40.96549999999999	5.71875	5.64725
PADI1	1.0474999999999999	1.0645	1.046	1.3565	1.213	1.0455	1.5524999999999995	1.23675	1.0995	1.0445	1.2045	1.1475	401.82825000000014	1.0274999999999999	1.13025	1.1625	1.065	2.426	1.0245	1.0815	1.09625	1.08025	1.3664999999999998	17.778499999999998	1.0795	1.5835	1.0667499999999999	2.2939999999999996	1.0665	1.032
MPP2	7.647249999999999	2.85	18.876000000000005	21.32225	54.99399999999999	12.119499999999999	14.493000000000002	4.515000000000001	1.664	31.405500000000004	13.8735	25.387499999999996	4.38875	18.885499999999997	5.269	1.2879999999999998	4.9845	4.917999999999999	2.158	9.034	4.04625	54.60724999999999	26.76725	5.819500000000001	6.241	3.1905	8.0035	71.82650000000001	12.19725	1.3445
STMN2	2.7295	1.5274999999999999	1.2515	1.57525	294.17349999999993	1.834	1.4745	27.96075	1.0845	28.612499999999994	25.225	7.420499999999999	1.127	1.22775	1.12725	1.267	1.2814999999999999	2.109	1.103	3.43975	3.01725	12.725500000000004	2.2052500000000004	5.11375	12.7375	2.45425	3.593750000000001	2.2435	1.18425	1.1004999999999998
CD79B	6.399750000000001	2.3275	2.47	5.187000000000001	1.2854999999999999	7.2805	4.093499999999999	1.2035	122.22949999999997	2.497	5.09	3.6575	3.3440000000000003	3.7615	3.4850000000000003	2.196	3.8865	8.092499999999998	2.46275	6.03575	1.51525	30.208999999999993	4.82325	4.5905	23.841500000000003	154.03600000000003	3.18925	2.182	3.086	29.0035
COQ10A	8.057749999999999	31.295999999999992	8.493500000000001	10.0555	13.717	9.30625	11.445500000000003	5.68825	5.452500000000001	10.7075	8.257499999999999	10.848499999999996	5.29225	67.464	15.207499999999996	18.41050000000001	8.698	11.268	52.726	10.11025	12.1375	32.78424999999999	15.088	5.865500000000001	12.18625	15.67975	9.203	9.473	14.429999999999996	4.00375
LELP1	1.0	1.017	1.0	1.026	1.0	1.0	1.0	1.0065	1.0	1.0	1.0	1.0	1.028	1.0	1.0147499999999998	1.0165	1.0	1.018	1.0	1.0	1.0074999999999998	1.0194999999999999	1.01075	1.02075	1.003	1.00775	1.0	424.081	1.0	1.0
ZDHHC13	9.88625	9.450500000000002	6.97475	12.48925	9.388	12.17525	13.424999999999997	11.482749999999996	27.804	7.82475	18.545999999999996	7.121	64.75949999999997	8.52125	11.746499999999996	2.699	9.604499999999998	17.718999999999998	2.5115	6.08025	10.295749999999998	28.78475	14.0945	28.342000000000002	19.599	13.77625	17.460749999999997	28.49075	14.987	6.9275
NKG7	4.571	2.0105	2.172	2.83675	1.588	3.4565	2.14	1.0305	4.236	1.62	2.606	1.763	2.0125	2.182	3.06475	5.9355	20.1695	2.391	1.47825	2.4745	1.35975	2.40775	3.09075	1.549	5.88875	71.50099999999998	2.45325	1.73	3.555	289.681
RPH3AL	15.626749999999996	28.856500000000004	3.719	8.530749999999998	4.3475	16.8855	11.790999999999999	2.12475	2.019	5.3935	11.934999999999999	6.757	12.42	6.14575	19.75825	19.595	17.366500000000002	6.3675	7.182499999999999	10.01025	43.824250000000006	76.87749999999998	11.632250000000003	8.070999999999998	11.78475	31.59725	15.062000000000005	7.224249999999999	25.8645	3.32575
SRGAP3	4.48975	22.415000000000006	2.981	10.621500000000003	75.15149999999998	7.9695	15.253499999999995	3.04675	4.9325	7.59225	7.776	4.388	14.979499999999998	6.334	11.87975	2.705	5.920999999999999	30.7635	3.7045	12.529	4.74475	50.488	32.84625	25.262249999999995	7.93725	5.990500000000001	9.56925	36.60825	21.336250000000007	1.56875
SAA4	1.6469999999999998	1.1505	1.0935	1.0495	1.053	3.21375	1.0354999999999999	1.04575	1.0514999999999999	1.028	1.043	1.031	1.101	1.00975	1.0805	407.3939999999999	1.2175	10.030999999999999	1.19925	1.12875	1.04125	1.20675	1.1524999999999999	1.1139999999999999	1.065	1.051	1.04625	2.02275	1.03775	1.04
SCN4B	27.372750000000003	10.21	5.696999999999999	7.054	81.96950000000001	29.01025	5.954999999999999	1.0885	1.317	9.82825	8.333999999999996	19.668	7.537500000000001	23.998	4.781500000000001	2.024	23.650500000000005	10.650500000000003	17.19725	9.66975	6.26525	16.4315	18.788999999999994	9.4485	9.73525	1.8935	6.656749999999999	5.328999999999999	67.99425	1.22225
STXBP6	12.283	1.4565	2.73225	27.693500000000007	35.3845	9.834	6.8535	14.201749999999995	1.282	17.566999999999997	17.155	32.485000000000014	4.97725	17.340749999999996	3.46225	3.1765	47.45949999999998	3.9765	4.22275	25.502250000000004	34.4565	2.022	18.230250000000005	19.786	25.466750000000005	1.70575	14.18825	8.445999999999998	36.2045	1.1412499999999999
ACSM3	3.14175	9.531	2.6345	11.453000000000001	1.1465	4.8705	148.1054999999999	1.6145	12.515	5.90475	14.331000000000005	4.029999999999999	3.31225	13.316749999999995	30.68625	25.8075	6.94	5.914000000000001	1.3495	2.3760000000000003	32.333499999999994	2.9377500000000003	16.67975	3.9295	5.733999999999999	4.533	28.975750000000005	41.38100000000001	2.495	2.695
PTPRZ1	3.7	2.034	4.51925	3.45125	178.63749999999996	4.29425	4.969999999999999	1.1255	1.0765	23.21225	8.8305	10.696499999999997	29.0475	4.04725	1.4535	1.2315	6.117999999999999	18.716	1.16175	22.092	3.62325	11.391249999999996	6.01225	61.024750000000004	2.82925	3.1587499999999995	25.981250000000006	2.812	1.9225	1.0852499999999998
GATA4	1.07675	2.3185	1.28775	1.094	1.023	1.044	81.46550000000003	1.02575	1.4415	1.0585	1.0575	2.0210000000000004	1.048	110.81474999999996	1.03775	32.4635	1.118	1.055	1.0285	1.0314999999999999	52.1245	1.1532499999999999	1.11475	1.049	1.11825	1.1372499999999999	58.08749999999999	86.67174999999997	1.09025	1.0525
MTHFS	13.670749999999998	13.74	8.650249999999998	9.76725	8.3375	12.9475	8.1995	10.84375	14.212	8.759	9.17	8.229499999999998	6.8455	7.841749999999998	27.28925	90.0	13.745999999999997	10.533	7.1345	8.591749999999998	13.54175	19.117999999999995	15.024249999999997	4.985	11.55575	12.434999999999999	12.12525	12.82725	14.09025	35.136250000000004
CREB3L4	9.575999999999999	12.499	6.9065	11.254499999999998	3.668	22.90800000000001	16.676	7.5195	11.8705	8.336250000000001	12.415	7.0275	9.69175	4.712	9.01575	10.471499999999997	9.142	48.395500000000006	4.55625	14.52325	11.213999999999999	12.7075	86.41549999999998	13.504249999999997	14.190249999999997	12.9015	23.955500000000004	12.2615	17.2605	3.7065
TRIM36	1.59025	2.8505	14.134749999999997	1.60525	11.55	2.22275	3.1765	1.2155	1.3645	1.878	10.621	2.8840000000000003	1.49075	1.21325	1.447	1.4045	3.0810000000000004	1.9125	1.15125	3.7807499999999994	2.33425	30.617749999999983	15.708999999999996	2.006	12.65275	2.01325	9.881	300.53	1.5719999999999998	1.31
TPTEP1	10.3295	3.858	12.47325	12.870249999999999	6.371499999999999	31.40025	20.6245	3.3862500000000004	1.054	17.946	10.151999999999996	18.453	9.33675	7.371999999999998	16.289500000000004	1.293	8.6645	37.0855	7.485249999999998	13.81875	4.33325	31.052999999999994	31.511	24.67324999999999	7.3445	7.707	15.07175	18.55825	53.612750000000005	4.583
LRRC27	7.707	9.1605	5.999	9.42175	15.363999999999995	9.865499999999997	10.647	9.173	7.335	10.30025	8.169	8.294	5.160500000000001	5.164750000000001	11.3955	4.8395	9.7865	8.381499999999999	2.93525	12.026499999999999	5.587	21.25075	13.754249999999997	7.316	8.922499999999998	16.621500000000005	8.431499999999998	175.14875	16.754749999999994	3.504
NACAD	9.72575	3.1595	22.22	15.649000000000004	68.7415	10.402	24.8465	3.9435	1.2005	25.379499999999997	14.113	24.310499999999998	3.65725	8.449999999999998	6.018999999999999	1.3085	8.25	5.942499999999999	2.494	27.27575	2.3774999999999995	94.22850000000001	14.7695	5.41225	6.9937499999999995	6.081	7.860999999999998	16.7295	5.0625	1.222
SEPTIN3	1.414	1.5705	1.2894999999999999	1.41375	305.7170000000001	2.0235000000000003	1.5034999999999998	1.23675	5.4635	3.0945	2.468	1.7799999999999998	1.569	1.2225	1.63125	1.157	2.485	2.038	1.1324999999999998	56.34575	2.12	21.769	2.364	3.144	2.01625	1.56825	2.57425	12.6755	1.74575	1.25475
KRT23	1.14325	1.0655	1.0805	2.25075	1.084	11.5975	1.331	1.32425	1.0445	1.07225	1.184	1.0785	4.59025	1.09425	1.4005	1.2445	1.9445	128.92549999999997	1.0819999999999999	1.10225	2.151	4.10025	23.6655	171.26099999999997	1.26175	4.20725	1.11975	37.0615	1.09575	35.06125
TPSB2	24.657	1.26	5.428000000000001	39.74125000000001	1.1715	14.027999999999999	10.083	1.029	1.0495	11.6265	26.009	39.35949999999999	20.45475	3.2540000000000004	2.625	2.431	45.867	19.662499999999994	2.40925	12.179999999999996	4.257249999999999	2.35525	26.5215	32.835249999999995	55.36575	1.91375	31.05775	5.4465	2.0042499999999994	1.32325
