	Adipose	Adrenal_gland	Arteries	Bladder	Brain	Breast	ColonSigmoid	ColonTransverse	Esophagus	EsophagusMucosa	FemaleReproductive	Fibroblasts	Heart	Kidney	Liver	Lung	Lymphocytes	MuscleSkeletal	NerveTibial	Pancreas	Pituitary	Prostate	SalivaryGland	Skin	SmallIntestine	Spleen	Stomach	Testis	Thyroid	Whole_blood
cfrna_kd_102	0.013314324	0.0006170815	0.0041191587	0.009168696	0.0067951283	0.053063154	0.030201029	0.0019149373	6.683332e-05	0.021982893	0.09418848	0.01486409	0.00022755782	3.465472e-05	0.004569194	0.021064917	0.40216058	0.007676172	0.01832509	0.010803501	0.002357455	0.00953825	0.00036923602	0.013011122	0.03168217	0.11898976	0.0044707805	0.028523643	0.0022640978	0.073636025
cfrna_kd_28	0.01525575	0.0006007143	0.0056651137	0.005444796	0.009676467	0.045692213	0.03551579	0.0017557512	6.36619e-05	0.01227832	0.092470266	0.011775503	0.00035630012	5.84404e-05	0.004017029	0.03274665	0.3646506	0.008073233	0.018652296	0.008054718	0.0017978565	0.0071252794	0.0002363985	0.014013995	0.05047081	0.13737626	0.004613059	0.021500383	0.0016939887	0.08836832
cfrna_kd_32	0.02438972	0.0008699153	0.009878723	0.01346781	0.01335595	0.0048070084	0.017822985	0.0006336976	0.00031935808	0.005560894	0.108119994	0.004566817	0.00050130615	1.7891325e-05	0.0056661293	0.047488205	0.2349269	0.008285013	0.063573636	0.0055481554	0.0047432464	0.003963864	0.00019411862	0.014985561	0.06891664	0.18503803	0.008599821	0.012644067	0.008627146	0.12248739
cfrna_kd_1	0.016323982	0.0007588825	0.0070017	0.029252537	0.024223449	0.074765824	0.044536754	0.002751954	1.5447371e-05	0.010072347	0.0735838	0.009808432	0.0007459628	7.518191e-05	0.004967274	0.03542847	0.31465733	0.009146707	0.015526818	0.007253631	0.001412695	0.0042539	0.0005317666	0.016820814	0.03004486	0.14546815	0.005302795	0.0155454725	0.0016483256	0.09807487
cfrna_kd_101	0.014604657	0.0014385126	0.0021926444	0.015876705	0.012102589	0.058235917	0.028730761	0.017278027	4.0091354e-06	0.011516679	0.1640984	0.012929662	0.00013074529	9.261359e-05	0.0029378384	0.026542565	0.34903023	0.007632736	0.0061847055	0.0164385	0.0034703563	0.00442631	0.0004476094	0.019506546	0.007170362	0.09922066	0.0047068354	0.019199882	0.0012952101	0.09255778
cfrna_kd_34	0.05224681	0.00071909465	0.006948588	0.0014470964	0.009095633	0.009024283	0.06307494	0.0015620675	0.0006128154	0.00991913	0.016649276	0.006072689	0.00016417942	8.4472034e-05	0.004617377	0.065346316	0.32011348	0.008702453	0.050990455	0.0089260945	0.0013305442	0.0040659495	0.00025271814	0.006903329	0.033311363	0.1793486	0.0051518553	0.022825109	0.0012327534	0.10926052
cfrna_kd_8	0.10167241	0.0026502837	0.0035169534	0.044790674	0.06433059	0.00039248297	0.050498936	0.0067146337	0.0012489475	0.0040508485	0.0002909327	0.0041755824	0.00023423292	0.0001535737	0.0023593723	0.11769924	0.20283306	0.008516154	0.027558602	0.014485743	0.001157928	0.00055329624	0.00096540723	0.0051981504	0.0057917517	0.12480976	0.0039251144	0.0038885176	0.0023084527	0.19322841
cfrna_kd_6	0.11322798	0.0021345376	0.010117219	0.043754436	0.06250342	0.0038549805	0.053568177	0.011071121	0.00024234985	0.0096502835	0.00074591796	0.009030417	0.00020892531	0.0003124311	0.001914485	0.10728484	0.24792236	0.008832309	0.012372143	0.016261382	0.0010602335	0.00074065756	0.00215152	0.0040918775	0.0019542817	0.100814186	0.0032362472	0.0046210624	0.00069145794	0.16562876
cfrna_kd_25	0.023782032	0.0005766151	0.005571445	0.008140756	0.010197259	0.05261538	0.03330626	0.0008481762	0.00013410512	0.010365585	0.032907434	0.0072998665	9.8105935e-05	3.3729353e-05	0.0034577611	0.04500684	0.33764723	0.0075567476	0.030257368	0.011843471	0.0015297682	0.007813112	0.00046368508	0.010153032	0.05775955	0.18587643	0.0029566702	0.03784832	0.0039025797	0.07005062
cfrna_kd_30	0.010408756	0.000582975	0.0047087125	0.008186041	0.009102211	0.106121555	0.028616747	0.0007065713	1.563145e-05	0.0065028463	0.13518932	0.007942547	0.00029894212	8.33526e-05	0.0052841175	0.034363657	0.31012443	0.0075775464	0.021509357	0.010559354	0.001411138	0.0035090882	0.000451478	0.01720614	0.030581003	0.13891199	0.0036681793	0.019387892	0.0015633748	0.07542496
